,id,texto,fecha,retweets,likes,fuente,nickname,num_seguidores,num_siguiendo,ubicacion,listas
15,1231681526099660800,"Cuando a Dios se le ocurrió esa idea extravagante del pecado, seguro estaba pensando en la hamburguesa que me acabo… https://t.co/ch9i0LmcGC",2020-02-23 20:45:34,0,0,Twitter for Android,mistergwyn,67,524,Tlön,3
16,1231681397028511744,que ganas de atorarme una hamburguesa con hongos 😩😩,2020-02-23 20:45:03,0,0,Twitter for iPhone,mariagandourv,51,128,,0
17,1231681325960175622,Traigo antojo de hamburguesa vegetariana!!!!,2020-02-23 20:44:46,0,0,Twitter for Android,CarlosRosasOrt1,297,1587,"Puebla, México",1
18,1231681216098816008,RT @vzlasuper1: El matraqueo de las alcabalas en Venezuela es tan arrecho que una te quita los reales y la otra te da el vuelto .... en la…,2020-02-23 20:44:20,244,0,Twitter for Android,Sorayaperezcol1,103,601,Trujillo - Venezuela,0
19,1231681208821731329,RT @_mehire_: Estoy como para merendar una hamburguesa,2020-02-23 20:44:18,7,0,Twitter Web App,_kill_me_plz,78,311,,1
20,1231681171836350465,@OsogordoIntenso Denotese q hay un hamburguesa en esa parrilla de dudosa procedencia. Pero esos son los veganos q q… https://t.co/a97POoJBKE,2020-02-23 20:44:09,0,0,Twitter for Android,FerreroGonzalo,89,323,,1
21,1231681169554595840,Jajajaja esa costumbre de mandar la lechuga y el tomate a parte en los domicilios. Pedimos un 2x1 y pensé que venía… https://t.co/Vgz8O9Sqn7,2020-02-23 20:44:09,0,0,Twitter for iPhone,ChechoAlba,323,959,Bogotá,5
22,1231680921507696640,Si yo pudiera comer hamburguesa o chuleta todos los dias lo haría.,2020-02-23 20:43:09,0,0,Twitter for Android,www_karina_,1174,515,Honduras,1
23,1231680680167444482,"RT @Mamarin291: Quiero hamburguesa, papitas, helado y dulces, ahora:(",2020-02-23 20:42:12,9,0,Twitter for iPhone,SandyGo53238766,60,214,,0
24,1231680656087928837,"RT @Mamarin291: Quiero hamburguesa, papitas, helado y dulces, ahora:(",2020-02-23 20:42:06,9,0,Twitter for Android,SharonCas01,78,302,"Bogotá, DC, Colombia",0
25,1231680584977715200,RT @lulicarr: Lo que deseo una hamburguesa dios,2020-02-23 20:41:49,11,0,Twitter for Android,medinaailuu,71,82,"Santiago del Estero, Argentina",0
26,1231680223164424194,@anndygarciaa1 Alguien me puede explicar desde mi ignorancia por que se hace comida semejante a la carne como es la… https://t.co/NHHl1qZHLu,2020-02-23 20:40:23,0,0,Twitter for Android,maickyy21,15,457,,0
27,1231680182588710914,"RT @Mamarin291: Quiero hamburguesa, papitas, helado y dulces, ahora:(",2020-02-23 20:40:13,9,0,Twitter for Android,Aeternumxt,258,166,,0
28,1231680005022900224,RT @Bgordillo1: Que ganas de una hamburguesa de mostaza,2020-02-23 20:39:31,11,0,Twitter for Android,cinthia_desimo,360,510,"Comodoro Rivadavia, Argentina",0
29,1231679941567225856,Necesito una hamburguesa,2020-02-23 20:39:16,0,0,Twitter for Android,Gabriellaaabs,1417,749,,22
30,1231679893395693569,Compré una crepa para mi y a Carlos una hamburguesa (era sorpresa que le compré la hamburguesa 🍔) y regreso diciénd… https://t.co/BLWF5weyZV,2020-02-23 20:39:04,0,0,Twitter for iPhone,pameelaldape,349,467,,0
31,1231679860076138496,Nas ganas de ir a merendarme una hamburguesa en burger,2020-02-23 20:38:56,0,0,Twitter for iPhone,esley_g,171,242,Nueva Córdoba ❣️,0
32,1231679837628137483,Ah bueno entonces ninguno de mis amigos va a querer ir a comer una hamburguesa porque juega boca a ustedes les parece,2020-02-23 20:38:51,0,1,Twitter for iPhone,clopezmucci,884,358,"Buenos Aires, Argentina.",3
33,1231679804929343488,Primera vez en la vida que una hamburguesa me tumba al nivel de que tuve que parar de caminar para sentarme (que al… https://t.co/rIoxpzKdUI,2020-02-23 20:38:43,0,0,Twitter for Android,Evanskkkkk,2204,136,"Buenos Aires, Argentina",17
34,1231679746083360768,@nelsonalcma el secreto se llama no pedir bebida y solo la hamburguesa JAJAJA,2020-02-23 20:38:29,0,0,Twitter for iPhone,mellamanmaricon,247,135,"Sevilla, España",0
35,1231679659148029952,40 minutos para una hamburguesa con jamón y queso lcdtm pedido ya,2020-02-23 20:38:08,0,0,Twitter for iPhone,mgcaballero_23,126,154,Argentina,0
36,1231679602877255680,"Le dije a mi papa que vayamos a comer una hamburguesa a la noche y  me dijo que no, le dije ""entonces me voy a come… https://t.co/RSvbFmigvA",2020-02-23 20:37:55,0,0,Twitter for Android,MicaGhisolfi,418,820,Córdoba Capital,2
37,1231679542043070469,@ChoerrymilkTae @_dillah__ @anndygarciaa1 uhh que rica que estaba la hamburguesa si queres te paso foto,2020-02-23 20:37:40,0,0,Twitter for Android,aramisssb,46,181,"Buenos Aires, Argentina",1
38,1231679382365908992,Muero por una hamburguesa completa y papas fritassssss🤤🤤🤤🤤🤤,2020-02-23 20:37:02,0,0,Twitter for Android,JaazDavalle,126,86,,0
39,1231679366163238919,"RT @Nanchinho: Menuda piara de mentirosos e irresponsables tenemos por Gobierno.

¿Marlaska ya le ha dicho algo o todavía está con la hambu…",2020-02-23 20:36:59,36,0,Twitter for Android,DanielMarin55,62,294,,1
40,1231679362744889344,"Que ganas de una hamburguesa, arrunchis y tu.",2020-02-23 20:36:58,0,1,Twitter for Android,Felipeyepes21,2255,141,.l.,5
41,1231679323419049984,RT @AdamtheSkitty: La salud hecha hamburguesa https://t.co/Ew8isqycTC,2020-02-23 20:36:48,1,0,Twitter for Android,nomegustaelcoco,1403,1549,perdida en mi propia cabeza,16
42,1231679052743921671,"RT @Nanchinho: Menuda piara de mentirosos e irresponsables tenemos por Gobierno.

¿Marlaska ya le ha dicho algo o todavía está con la hambu…",2020-02-23 20:35:44,36,0,Twitter for iPad,Isgmg,48,94,,0
43,1231679009345482754,"Ayer estaba descompuesto, sali me puse en pedo y hoy estoy nuevo.. aca estoy clavandome una hamburguesa, alcohol yo te amo",2020-02-23 20:35:33,0,1,Twitter for Android,LuchitoPin,886,372,Berazategui,1
44,1231678905326673922,"RT @slaxz: Probamos la imposible whoper. Veredicto: es como una hamburguesa con una carne muy magra. La textura está perfecta, le falta un…",2020-02-23 20:35:09,25,0,Twitter for iPhone,ben_aguilera,369,955,,4
45,1231678899618230272,hamburguesa a esta hora? na,2020-02-23 20:35:07,0,0,Twitter for Android,micacurbelo18,148,120,,0
46,1231678763257257984,"@anndygarciaa1 @GudoIU por empezar ""hamburguesa"" es con proteína animal, lo que hacen ustedes es una pasta de porot… https://t.co/Srat6JAfv1",2020-02-23 20:34:35,0,0,Twidere for Android (Deprecated),ochocubano,64,510,"New York, NY",0
47,1231678760832860163,"acabo de ""merendar"" una hamburguesa de quinoa con cheddar y papas fritas..
almorcé ravioles",2020-02-23 20:34:34,0,3,Twitter for Android,aimaratrimboli,2009,724,westsiDë,5
48,1231678626178981890,"Y en Caicedonia también se le paga a la hamburguesita 🍔 
#Burger #BurgerTime #BurgerLover #Hamburguesa #ManVsFood https://t.co/N0rBSAXU73",2020-02-23 20:34:02,0,0,Twitter for Android,LasEstadistikas,1125,1355,Canada,33
49,1231678534176903174,RT @Bgordillo1: Que ganas de una hamburguesa de mostaza,2020-02-23 20:33:40,11,0,Twitter for Android,aldicarrizo03,1076,668,"Comodoro Rivadavia, Argentina",1
50,1231678494435954689,Me acorde de la hamburguesa toda culera que hice,2020-02-23 20:33:31,0,0,Twitter for iPhone,drrssg,2117,308,@sofiamaldonn,15
51,1231678460478808066,Me apetece una hamburguesa gorrrrrrda como yo.,2020-02-23 20:33:23,0,0,Twitter for Android,kimxally,776,340,bangtan,11
52,1231678457643487234,RT @martinncardozoo: Que ganas de una hamburguesa,2020-02-23 20:33:22,1,0,Twitter for Android,EspindolaKily,174,502,,0
53,1231678391495090176,@GeorgeW1nters Va vamos a buscar la hamburguesa,2020-02-23 20:33:06,0,0,Twitter for Android,BetoMosk,100,342,Barcelona/ Mallorca,0
54,1231678352098025473,La salud hecha hamburguesa https://t.co/Ew8isqycTC,2020-02-23 20:32:57,1,2,Twitter for Android,AdamtheSkitty,291,225,Ojalá bajo tierra. He/Him,2
55,1231678279238721539,"RT @AgusLupercio_: Como mataría una hamburguesa con mucho cheddar, unas birras y 1kg de helado para mi sola esta noche. Horrible esto de se…",2020-02-23 20:32:39,1,0,Twitter for Android,CastrellonFede,492,310,"General Rodríguez, Argentina",1
56,1231678278915821568,"RT @SubEducParv: ¿Ganas de una rica hamburguesa, pero que sea sanita para nuestros hijos/as? Te dejamos esta receta rica y saludable. #HoyE…",2020-02-23 20:32:39,2,0,Twitter for iPhone,seremieducrm,20352,1770,San Martín 642,44
57,1231678260985171968,renjun as handroll de luca y jaemin as hamburguesa vegana,2020-02-23 20:32:35,0,0,Twitter for Android,derniereve,485,751,shinee • nct dream • exo ,6
58,1231678251451535360,Comida favorita 🤔😯😍 hamburguesa 🤤,2020-02-23 20:32:33,0,2,Twitter for Android,deikercarvajal2,4255,4617,"Caracas, Venezuela",6
59,1231678186565591043,RT @alicia_sbarbati: @Sebastian81ok Ajajaja A un rollo de verdura le pusieron salamín vegano. Es para llorar. Por qué los vegetarianos y ve…,2020-02-23 20:32:17,2,0,Twitter for iPhone,aliciaduro,1892,1765,"Buenos Aires, Argentina",7
60,1231678042361286657,"Os hablo de la hamburguesa trufada, que lleva queso raclette 🧀, un queso suizo semicurado, salsa de brandy trufado,… https://t.co/0WRNoqqkay",2020-02-23 20:31:43,0,0,Twitter for Android,Quegranplacer,2260,278,,24
61,1231677978666569730,Pedí una hamburguesa de Chili's y no me gustó ☹,2020-02-23 20:31:28,0,1,Twitter for Android,UnaTalAnnette,482,450,Costa Rica,24
62,1231677920302764034,RT @DPCHC19: tengo muchas ganas de una hamburguesa del corral con papitas y una deliciosa limonada😔,2020-02-23 20:31:14,5,0,Twitter for Android,diegofelipe____,795,211,"Bogotá, D.C., Colombia",2
63,1231677787490181129,RT @DPCHC19: tengo muchas ganas de una hamburguesa del corral con papitas y una deliciosa limonada😔,2020-02-23 20:30:42,5,0,Twitter for iPhone,MalMiradaaa,108,113,,0
64,1231677775540555781,"Nadie:
Absolutamente nadie:
Noticieros argentinos: Ciro Pertossi habría pedido una coca sin hielo y una hamburguesa… https://t.co/QeTZF88oo8",2020-02-23 20:30:39,0,0,Twitter for Android,julian_PR_,409,48,"Federación, Argentina",0
65,1231677735644389379,RT @paolabl16: quiero la puta hamburguesa del kfc hermano,2020-02-23 20:30:30,2,0,Twitter for Android,DiegoCJ26,988,544,"Jerez de la Frontera, España",5
66,1231677692015239171,"Te damos 15% de Descuento en pedidos para llevar!
Llama 444-962-44-15, Haz tu pedido y Recoge, Valido todos los dia… https://t.co/3x67HWyVXb",2020-02-23 20:30:19,0,0,Hootsuite Inc.,kebere_gourmet,36,66,"San Luis Potosí, México",0
67,1231677505951666181,RT @ataraxia222: Necesito una hamburguesa XXXXXXL,2020-02-23 20:29:35,1,0,Twitter for Android,Juliescalante8,719,665,Saturno ,1
68,1231677227831615488,"RT @var_Stark: ¿Qué hace que una hamburguesa sea hamburguesa?

¿La carne o la redondez?

Porque hay hamburguesa de pollo",2020-02-23 20:28:29,7,0,Twitter for Android,THE_TOTOPO,10,64,Dentro de Ti UwU,0
69,1231677155647655938,RT @vzlasuper1: El matraqueo de las alcabalas en Venezuela es tan arrecho que una te quita los reales y la otra te da el vuelto .... en la…,2020-02-23 20:28:12,244,0,Twitter for Android,marirosdav,674,542,otawa ontario canada ,34
70,1231677060713713667,"Tengo hambre, creo que voy a ir a comerme una hamburguesa",2020-02-23 20:27:49,0,0,Twitter for Android,Hoonpijudo_ins,30,30,,0
71,1231676905226723328,"RT @xlezombie: Miss Manvardu: en Venezuela hay hamburguesas de 1 dólar yo quiero

Gente: nO SÉ DÓNDE PORQUE AQUÍ EN CARACAS UNA HAMBURGUESA…",2020-02-23 20:27:12,2,0,Twitter for iPhone,mansmontx,2459,1015,London / València,13
72,1231676508596588544,la mejor hamburguesa me acabo de mandar,2020-02-23 20:25:37,0,0,Twitter for iPhone,_joapuin,256,248,la tensa,0
73,1231676311497777155,"RT @var_Stark: ¿Qué hace que una hamburguesa sea hamburguesa?

¿La carne o la redondez?

Porque hay hamburguesa de pollo",2020-02-23 20:24:50,7,0,Twitter Web App,Bruxika,7,102,,1
74,1231676292900294657,Quiero qmi torta de fc sea de hamburguesa con papas,2020-02-23 20:24:46,0,0,Twitter for Android,abl_gss,90,142,"Argentina, Buenos Aires",0
75,1231676254853615616,RT @CNNEE: McDonald’s lanza velas perfumadas que huelen a los ingredientes de tu hamburguesa preferida. Fueron creadas para celebrar los 50…,2020-02-23 20:24:37,101,0,Twitter for iPhone,Chilofrey,65,238,gdl,5
76,1231676217419587584,@Florhorvat99 Que hermosa estaba la hamburguesa noo,2020-02-23 20:24:28,0,1,Twitter for Android,MGenechoff,207,186,,0
77,1231676112096366601,RT @CNNEE: McDonald’s lanza velas perfumadas que huelen a los ingredientes de tu hamburguesa preferida. Fueron creadas para celebrar los 50…,2020-02-23 20:24:03,101,0,Twitter for Android,diamepb,332,184,Buenos Aires,0
78,1231676056148553729,"novio se puso a cocinar una hamburguesa a las 5 de la tarde y me enoje porque me deja todo el olor en mi casa.

Me… https://t.co/mQN0V7O1Y0",2020-02-23 20:23:49,0,0,Twitter for iPhone,marbellendier_,162,182,"Buenos Aires, Argentina",0
79,1231676049852948481,@PulgadeTriana @SUPBaleares Estará con la hamburguesa.,2020-02-23 20:23:48,0,1,Twitter Web App,D_Hilarion,956,58,,9
80,1231676042315739136,RT @KowaiAlba2: Se que me van a escupir en la hamburguesa,2020-02-23 20:23:46,2,0,Twitter for Android,erikatovar__,87,133,espiña,0
81,1231675976603463680,Me como una hamburguesa de carl’s Jr. y se me reinicia la vida,2020-02-23 20:23:30,0,0,Twitter for iPhone,canedo_ivanna,85,148,,0
82,1231675791177584641,"Como mataría una hamburguesa con mucho cheddar, unas birras y 1kg de helado para mi sola esta noche. Horrible esto de ser pobre :(((",2020-02-23 20:22:46,1,2,Twitter for iPhone,AgusLupercio_,1066,651,"General Rodríguez, Argentina",0
83,1231675327140810752,Que rico es desayunarse una hamburguesa de Dennys,2020-02-23 20:20:56,0,0,Twitter for Android,ElReneEstrada,88,157,,0
84,1231675286548287492,"@cejaspobladas Yo los domingos no hago dieta. Ya me embutí una hamburguesa con papas y gaseosa,  y un café pa la di… https://t.co/fBWniIdNCy",2020-02-23 20:20:46,1,11,Twitter for Android,agmethescaf,310230,1953,BOGOTA- BARRANQUILLA,711
85,1231675159012085762,"RT @Mamarin291: Quiero hamburguesa, papitas, helado y dulces, ahora:(",2020-02-23 20:20:15,9,0,Twitter for iPhone,DavidPerez29u,119,75,"Bogotá, D.C., Colombia",0
86,1231675146080903168,Nada como estar antojado de una buena hamburguesa y que a 100 metros de la casa vendan las mejores. 🥰,2020-02-23 20:20:12,0,0,Twitter for iPhone,BonicheCamilo,15,133,,0
87,1231675121443713024,RT @pauliroldang: Las mujeres q twittean y q “quien se comiera una pavlova” “alguien q me traiga una hamburguesa de franco” “quien me lleva…,2020-02-23 20:20:07,40,0,Twitter for Android,kk1ttyy,32,103,"Maracaibo, Venezuela",0
88,1231675060466913282,"RT @slaxz: Probamos la imposible whoper. Veredicto: es como una hamburguesa con una carne muy magra. La textura está perfecta, le falta un…",2020-02-23 20:19:52,25,0,Twitter Web App,JoseeDML,5320,494,Pto. Cabello - Venezuela,22
89,1231675007971012609,"@ersa_ca @neonatonene Así me gusta  a mi, la hamburguesa de toks, y el caldo de vips",2020-02-23 20:19:39,0,1,Twitter for iPhone,Rdecondenados,9235,323,In the sky with diamonds,29
90,1231674991000899585,RT @pauliroldang: Las mujeres q twittean y q “quien se comiera una pavlova” “alguien q me traiga una hamburguesa de franco” “quien me lleva…,2020-02-23 20:19:35,40,0,Twitter for Android,Fran_Oviedo,700,378,"Maracaibo, Venezuela",11
91,1231674971203743744,"RT @ComunOn: @berlich @TroskoI Me da mucha bronca que los Vegano se quejen de los carnívoros y les roben los nombres de las comidas.
NO EXI…",2020-02-23 20:19:31,2,0,Twitter for Android,edde_sc,26,361,Ciudad Autónoma de Buenos Aire,0
92,1231674857982742530,"RT @ramiroagulla1: ¿por qué diablos usan los nombres de nuestras cosas ? salamín, hamburguesa, boloñesa, albóndigas..y debe haber más -etc…",2020-02-23 20:19:04,20,0,Twitter for Android,pszpyrnal,230,1161,"Mar del Plata, Argentina",5
93,1231674797819670532,RT @KowaiAlba2: Se que me van a escupir en la hamburguesa,2020-02-23 20:18:49,2,0,Twitter for Android,cuernotrayomon,943,1842,wurcia,23
94,1231674666470854656,necesito una buena hamburguesa para poder revivir,2020-02-23 20:18:18,0,0,Twitter for Android,patotaborda_,485,235,,1
95,1231674664604360710,Primero tengo que desarmar una hamburguesa para podérmela comer 😂😂😂😂,2020-02-23 20:18:18,0,1,Twitter for iPhone,_superZelaya,192,98,Tipitropoli,0
96,1231674647684558849,Que ganas de una hamburguesa,2020-02-23 20:18:14,1,1,Twitter for Android,martinncardozoo,1450,5001,"Entre Ríos, Argentina",1
97,1231674577828433927,"Uta madre.. qué ganas de unas palomitas de cinepolis y una hamburguesa de 7 leguas... pero también que ganas de abs. 
Me lleva la verga",2020-02-23 20:17:57,0,4,Twitter for iPhone,pamelafrancormz,1786,397,México,3
98,1231674423394078725,RT @pauliroldang: Las mujeres q twittean y q “quien se comiera una pavlova” “alguien q me traiga una hamburguesa de franco” “quien me lleva…,2020-02-23 20:17:20,40,0,Twitter for Android,Mbmadriz_j,186,183,,1
99,1231674213330833409,"Va por ti @Hiperop, espero que te comas una hamburguesa tan grande como tú afro, baby!!! https://t.co/2wAUsePM8F",2020-02-23 20:16:30,0,0,Twitter for Android,antoniojrh2004,0,24,España,0
